geneid	mean_length	median_length	polya_reads_num	count
PH02Gene37731	88.68	73.92	20	26
PH02Gene05060	79.94	79.94	2	2
PH02Gene33756	86.93	104.64	8	13
PH02Gene20691	115.46	120.37	6	13
PH02Gene24845	41.75	41.75	2	2
PH02Gene22655	99.33	109.92	3	5
PH02Gene27259	94.7	80.44	8	11
PH02Gene27014	57.91	63.72	5	6
PH02Gene18020	63.58	55.15	3	3
PH02Gene49275	79.56	79.56	1	1
PH02Gene04549	77.58	79.46	12	16
PH02Gene16082	119.85	124.87	53	81
PH02Gene37245	69.01	41.75	5	7
PH02Gene12555	111.9	84.21	15	22
PH02Gene31579	81.7	37.46	5	9
PH02Gene27904	119.51	106.25	13	25
PH02Gene13284	125.67	115.96	14	22
PH02Gene48696	76.88	76.88	1	1
PH02Gene30298	112.02	106.47	133	194
PH02Gene16885	92.71	83.76	18	23
PH02Gene05122	58.91	48.26	28	45
PH02Gene34260	160.59	182.54	5	5
PH02Gene17169	18.24	18.24	1	1
PH02Gene36963	57.62	57.26	5	6
PH02Gene39532	65.12	54.7	13	19
PH02Gene36618	81.87	67.06	3	3
PH02Gene37506	65.68	59.92	35	46
PH02Gene09859	69.74	69.74	1	1
PH02Gene25334	72.89	63.81	33	46
PH02Gene34071	70.53	77.67	15	24
PH02Gene47164	39.91	39.91	1	1
PH02Gene24834	112.76	119.36	4	5
PH02Gene02727	103.58	109.6	6	6
PH02Gene31315	151.24	160.83	11	17
PH02Gene33161	111.37	109.1	3	6
PH02Gene11133	130.43	83.85	8	16
PH02Gene16818	153.49	167.44	5	5
PH02Gene48975	71.86	60.65	14	19
PH02Gene02965	148.28	148.28	1	2
PH02Gene47360	91.79	72.47	3	5
PH02Gene00055	97.98	96.92	57	92
PH02Gene03216	103.78	103.78	1	1
PH02Gene47286	76.87	79.96	14	20
PH02Gene14755	94.97	104.57	4	5
PH02Gene14392	73.12	68.16	30	48
PH02Gene50015	65.98	71.67	15	20
PH02Gene02612	100.43	93.88	27	41
PH02Gene18373	66.46	66.46	2	3
PH02Gene37160	90.48	80.67	118	197
PH02Gene17956	56.89	56.89	1	1
PH02Gene36241	57.91	52.54	7	11
PH02Gene38562	71.2	73.43	3	7
PH02Gene17936	81.86	80.91	26	42
PH02Gene21210	145.76	145.76	2	3
PH02Gene27112	201.19	213.05	7	7
PH02Gene23829	92.53	89.88	26	42
PH02Gene02815	108.9	122.24	28	37
PH02Gene28589	77.69	76.5	3	9
PH02Gene06126	81.57	63.8	21	37
PH02Gene27409	116.65	110.04	13	20
PH02Gene34411	187.89	187.89	1	1
PH02Gene30031	77.75	74.23	229	329
PH02Gene38358	88.46	81.82	8	10
PH02Gene17305	142.51	107.73	10	14
PH02Gene01136	64.11	43.75	3	3
PH02Gene14740	56.32	17.92	3	5
PH02Gene39810	107.45	107.45	2	5
PH02Gene28665	62.42	54.99	156	211
PH02Gene00010	74.07	69.0	5	6
PH02Gene17761	83.16	88.38	25	38
PH02Gene16355	86.64	53.08	4	5
PH02Gene18865	116.56	109.22	20	28
PH02Gene16189	115.18	123.87	20	30
PH02Gene06079	113.41	124.62	24	35
PH02Gene06120	78.34	73.5	93	126
PH02Gene08514	57.57	57.57	1	1
PH02Gene26134	133.15	103.68	6	8
PH02Gene01206	131.43	122.53	3	8
PH02Gene19479	68.46	56.83	82	103
PH02Gene04896	91.6	91.6	2	5
PH02Gene23586	89.35	75.5	16	24
PH02Gene43902	106.81	100.73	21	29
PH02Gene24743	180.26	180.26	2	2
PH02Gene50021	207.0	207.0	1	1
PH02Gene18515	62.26	62.1	16	20
PH02Gene20294	77.73	74.03	41	54
PH02Gene20945	94.29	82.95	8	13
PH02Gene24598	86.79	86.79	1	1
PH02Gene14835	76.03	78.11	9	13
PH02Gene29396	125.5	147.12	6	7
PH02Gene38364	43.74	43.74	2	2
PH02Gene17776	165.76	157.37	4	4
PH02Gene09427	52.22	43.96	6	9
PH02Gene34802	113.03	128.7	11	20
PH02Gene44921	171.4	171.4	1	3
PH02Gene00859	119.3	137.5	17	24
PH02Gene12859	143.94	163.68	5	5
PH02Gene13950	182.09	182.09	2	2
PH02Gene20784	70.0	70.0	1	2
PH02Gene35217	39.79	39.79	2	4
PH02Gene04601	53.37	48.44	135	197
PH02Gene29208	142.42	142.42	1	2
PH02Gene48725	74.33	68.26	14	16
PH02Gene02962	86.86	82.63	15	20
PH02Gene22853	79.5	79.5	1	1
PH02Gene39593	94.88	94.88	2	3
PH02Gene30130	120.53	102.91	22	26
PH02Gene47637	134.72	137.66	14	18
PH02Gene29583	90.26	114.15	3	3
PH02Gene29715	99.27	94.81	7	13
PH02Gene28870	79.28	68.96	18	22
PH02Gene00711	219.29	179.3	7	8
PH02Gene35409	154.09	157.86	4	5
PH02Gene20088	149.59	158.41	7	11
PH02Gene40250	43.67	46.0	3	5
PH02Gene45896	57.53	34.96	9	16
PH02Gene40833	50.16	50.16	1	1
PH02Gene17980	56.4	56.4	1	3
PH02Gene41789	80.14	76.01	10	13
PH02Gene22243	112.79	108.25	12	18
PH02Gene00719	81.73	81.73	2	3
PH02Gene44721	82.16	86.62	13	16
PH02Gene50082	90.55	108.17	3	5
PH02Gene40055	128.21	119.24	23	36
PH02Gene31009	75.98	67.36	57	81
PH02Gene12841	67.57	62.18	10	13
PH02Gene42835	63.68	50.63	17	21
PH02Gene15808	57.65	51.93	3	3
PH02Gene49079	368.48	368.48	1	1
PH02Gene39754	163.47	163.46	2	3
PH02Gene32058	83.45	83.45	2	3
PH02Gene14991	87.71	108.9	6	8
PH02Gene31113	58.65	51.65	189	265
PH02Gene39117	59.0	59.0	2	2
PH02Gene28423	121.01	138.27	7	9
PH02Gene18052	89.93	80.64	226	343
PH02Gene12144	136.36	134.09	6	7
PH02Gene06665	70.23	68.33	390	586
PH02Gene02207	75.66	62.87	16	23
PH02Gene04763	107.27	122.54	6	9
PH02Gene38787	46.55	40.18	17	28
PH02Gene37275	78.76	68.67	8	11
PH02Gene44516	177.19	177.18	2	5
PH02Gene22217	61.55	61.56	2	3
PH02Gene06478	83.66	77.96	35	43
PH02Gene18839	64.81	65.11	15	26
PH02Gene25634	216.61	216.61	2	2
PH02Gene37189	101.45	99.96	18	22
PH02Gene49915	179.92	157.08	3	5
PH02Gene20333	71.88	68.85	214	338
PH02Gene23156	88.44	93.36	26	32
PH02Gene02502	140.61	140.61	2	3
PH02Gene42150	63.68	62.36	18	26
PH02Gene14209	109.1	122.3	3	5
PH02Gene49466	90.18	80.42	34	49
PH02Gene35537	34.36	34.36	1	2
PH02Gene27840	71.77	64.68	93	128
PH02Gene05126	55.08	55.08	1	1
PH02Gene15470	72.0	72.0	1	1
PH02Gene30064	85.55	69.15	5	7
PH02Gene29008	50.55	41.98	4	5
PH02Gene32658	69.62	71.71	21	36
PH02Gene48056	120.83	125.07	4	8
PH02Gene09285	72.88	70.02	12	16
PH02Gene19373	95.32	92.47	71	99
PH02Gene12090	133.05	121.24	10	16
PH02Gene38433	67.47	77.18	10	16
PH02Gene11169	77.16	54.24	19	23
PH02Gene23024	126.02	101.71	7	9
PH02Gene07051	117.73	117.1	43	66
PH02Gene40729	62.42	67.67	26	57
PH02Gene03229	123.18	133.28	15	19
PH02Gene04766	90.34	90.34	2	2
PH02Gene42728	96.67	89.95	55	84
PH02Gene21385	115.46	125.07	14	19
PH02Gene24989	66.54	49.45	9	16
PH02Gene25492	113.61	131.12	3	8
PH02Gene25738	67.94	63.95	56	79
PH02Gene33991	93.64	76.0	9	11
PH02Gene23405	53.07	61.16	3	4
PH02Gene05870	31.08	31.08	1	2
PH02Gene15235	89.69	82.78	4	4
PH02Gene41700	105.42	115.79	3	3
PH02Gene22475	73.45	67.37	3	5
PH02Gene17923	101.02	91.88	53	85
PH02Gene47766	53.34	56.89	17	25
PH02Gene14962	61.92	60.16	89	124
PH02Gene13803	72.29	78.5	10	20
PH02Gene24308	194.81	194.81	1	1
PH02Gene29590	114.5	95.18	25	42
PH02Gene39443	41.98	35.27	20	32
PH02Gene15537	129.16	134.69	3	7
PH02Gene13011	91.39	91.39	1	2
PH02Gene42314	116.87	102.41	10	11
PH02Gene18277	130.59	130.59	1	1
PH02Gene42868	148.92	148.92	1	2
PH02Gene17484	81.37	75.96	7	9
PH02Gene09917	88.84	91.54	27	41
PH02Gene36806	99.97	101.63	9	12
PH02Gene31017	57.26	53.56	21	29
PH02Gene11253	47.09	47.1	2	7
PH02Gene33752	87.28	87.28	2	2
PH02Gene27623	64.39	63.16	10	15
PH02Gene13558	103.96	123.96	5	6
PH02Gene42260	71.98	72.65	53	68
PH02Gene23061	57.84	48.72	10	12
PH02Gene40499	85.02	74.04	9	12
PH02Gene00840	72.71	72.0	86	112
PH02Gene15505	168.19	149.07	8	9
PH02Gene08503	67.79	60.66	4	10
PH02Gene32972	63.41	63.41	2	4
PH02Gene16927	112.75	112.75	1	2
PH02Gene06465	55.86	50.91	9	9
PH02Gene23102	97.62	97.37	32	48
PH02Gene04425	84.36	83.52	24	31
PH02Gene41841	181.71	181.71	1	1
PH02Gene47983	53.0	53.0	1	1
PH02Gene21340	73.27	77.89	15	28
PH02Gene05350	43.83	43.83	1	2
PH02Gene18542	95.25	111.57	22	34
PH02Gene38254	57.8	46.34	8	10
PH02Gene23791	76.8	76.8	2	5
PH02Gene29768	128.14	125.12	4	6
PH02Gene26459	88.97	88.97	1	1
PH02Gene35143	78.69	78.69	1	1
PH02Gene20542	59.34	64.96	22	34
PH02Gene40079	40.55	40.54	2	4
PH02Gene39139	92.94	92.94	2	4
PH02Gene01107	145.0	145.0	1	1
PH02Gene35859	64.25	64.91	19	32
PH02Gene12059	72.43	77.71	17	25
PH02Gene18232	31.27	31.27	1	3
PH02Gene08468	48.83	41.92	211	302
PH02Gene40447	97.37	88.52	7	11
PH02Gene37702	133.47	104.35	15	22
PH02Gene31641	89.44	96.11	11	15
PH02Gene40534	139.97	139.97	1	2
PH02Gene23623	221.87	221.87	1	1
PH02Gene24263	91.82	85.08	69	98
PH02Gene32351	104.89	99.32	4	7
PH02Gene11055	113.69	92.21	3	5
PH02Gene04798	110.43	107.68	3	4
PH02Gene18478	98.2	91.04	11	14
PH02Gene32663	46.73	46.73	1	1
PH02Gene35477	122.92	122.92	1	1
PH02Gene32413	245.6	245.6	1	1
PH02Gene18569	66.27	59.88	24	35
PH02Gene44223	93.73	94.46	20	27
PH02Gene36833	112.39	111.27	8	10
PH02Gene32242	106.35	87.63	21	30
PH02Gene27815	134.9	151.48	9	14
PH02Gene00564	69.0	76.07	5	8
PH02Gene28938	79.17	80.54	29	36
PH02Gene20366	92.04	106.97	21	28
PH02Gene03413	107.5	100.43	3	4
PH02Gene09753	77.85	77.07	9	9
PH02Gene35226	50.27	51.16	4	6
PH02Gene24123	46.91	31.73	5	8
PH02Gene12667	92.22	104.37	10	18
PH02Gene42873	65.54	65.54	1	1
PH02Gene02234	82.05	77.38	23	34
PH02Gene25043	71.62	69.23	7	9
PH02Gene07056	71.05	74.54	11	14
PH02Gene16925	62.07	58.42	39	57
PH02Gene00639	118.34	68.58	7	13
PH02Gene10579	63.29	60.15	51	73
PH02Gene47968	108.13	100.6	18	27
PH02Gene45962	98.05	91.52	10	15
PH02Gene49064	161.84	161.84	2	2
PH02Gene29093	92.11	92.11	1	1
PH02Gene40164	53.86	57.18	31	47
PH02Gene41658	81.87	82.92	25	39
PH02Gene36246	83.38	70.74	28	49
PH02Gene29059	120.62	134.08	7	13
PH02Gene21868	96.41	89.46	27	38
PH02Gene07609	73.1	73.1	1	1
PH02Gene18719	191.28	191.28	1	1
PH02Gene35567	124.68	132.38	8	13
PH02Gene16039	101.17	96.96	3	6
PH02Gene38604	64.59	57.19	27	35
PH02Gene12390	132.74	137.75	3	3
PH02Gene43064	61.04	61.04	1	1
PH02Gene37687	92.88	66.35	45	68
PH02Gene14418	59.94	58.07	47	76
PH02Gene36757	72.55	66.32	64	97
PH02Gene25680	64.32	50.07	16	24
PH02Gene34137	150.69	150.68	2	3
PH02Gene44037	76.75	75.84	92	134
PH02Gene49524	126.11	139.91	8	10
PH02Gene32853	71.54	71.66	8	16
PH02Gene05515	89.73	103.5	11	14
PH02Gene12398	88.67	88.67	2	4
PH02Gene24023	185.44	185.44	1	1
PH02Gene10378	100.6	88.69	11	15
PH02Gene35796	233.36	233.36	1	1
PH02Gene50519	80.8	67.3	28	47
PH02Gene13325	81.54	84.56	58	86
PH02Gene01416	84.18	77.8	46	74
PH02Gene47230	85.29	61.73	16	18
PH02Gene08992	129.9	129.9	1	4
PH02Gene09990	147.15	157.82	13	20
PH02Gene01839	68.68	78.2	15	22
PH02Gene16241	102.1	71.56	9	18
PH02Gene45194	49.83	49.83	2	2
PH02Gene16957	58.51	44.95	88	121
PH02Gene41401	89.69	56.42	3	5
PH02Gene14638	72.22	72.36	10	17
PH02Gene42826	94.38	88.33	12	18
PH02Gene15650	90.96	83.43	22	33
PH02Gene20495	91.5	91.5	1	1
PH02Gene05908	70.7	69.87	6	8
PH02Gene13324	243.19	211.96	5	8
PH02Gene08189	75.92	66.62	30	50
PH02Gene23484	206.81	188.3	5	5
PH02Gene19136	67.84	72.92	4	5
PH02Gene35637	121.49	143.69	5	6
PH02Gene00912	98.41	82.07	10	14
PH02Gene28389	81.81	75.23	7	11
PH02Gene28877	99.08	99.08	1	2
PH02Gene17733	87.93	82.04	17	21
PH02Gene01949	183.89	183.89	1	3
PH02Gene28219	75.33	75.33	1	1
PH02Gene06233	69.38	44.52	7	10
PH02Gene22621	106.38	104.29	10	14
PH02Gene26007	209.4	209.4	1	1
PH02Gene35731	94.44	96.89	11	17
PH02Gene24005	101.73	96.31	36	61
PH02Gene44524	54.25	49.93	281	410
PH02Gene09909	77.97	67.92	21	35
PH02Gene10308	93.46	93.46	2	3
PH02Gene05089	70.78	66.84	48	67
PH02Gene45382	96.09	97.34	3	4
PH02Gene04574	83.73	83.46	18	27
PH02Gene25088	204.14	204.14	1	3
PH02Gene37962	149.92	149.92	1	2
PH02Gene47631	94.48	94.48	2	2
PH02Gene45960	109.83	121.86	5	9
PH02Gene20955	92.84	73.25	48	69
PH02Gene15216	66.47	53.5	110	179
PH02Gene05643	132.2	147.93	5	8
PH02Gene33909	119.65	109.52	3	5
PH02Gene21038	98.78	98.78	2	3
PH02Gene23708	92.14	92.14	2	2
PH02Gene15132	72.41	64.65	19	23
PH02Gene11866	133.15	120.12	5	7
PH02Gene17666	109.03	109.13	11	19
PH02Gene37025	45.75	43.68	198	261
PH02Gene18792	68.52	41.92	20	27
PH02Gene01863	23.93	23.93	1	4
PH02Gene08851	69.23	67.54	16	27
PH02Gene00336	92.95	81.09	6	8
PH02Gene08538	107.88	95.42	31	46
PH02Gene22671	77.68	77.68	1	2
PH02Gene25906	87.05	80.03	33	52
PH02Gene05973	92.03	97.83	3	5
PH02Gene17787	43.77	38.68	3	4
