geneid	mean_length	median_length	polya_reads_num	count
PH02Gene12461	83.43	83.22	29	49
PH02Gene33154	135.91	118.92	11	13
PH02Gene47875	106.31	106.31	1	1
PH02Gene26547	171.14	160.79	9	11
PH02Gene37026	163.39	178.17	7	11
PH02Gene16028	91.34	86.64	30	36
PH02Gene37307	80.19	67.96	3	4
PH02Gene03901	86.13	99.36	13	16
PH02Gene45115	151.1	158.14	40	50
PH02Gene03287	99.54	96.85	7	9
PH02Gene40515	84.75	64.96	17	29
PH02Gene44159	129.03	130.28	3	3
PH02Gene13780	141.47	125.88	4	7
PH02Gene18512	89.16	89.5	29	43
PH02Gene04805	48.12	48.12	1	4
PH02Gene21584	108.92	92.31	19	30
PH02Gene34360	117.97	76.22	9	12
PH02Gene24491	71.95	57.32	12	14
PH02Gene17244	124.84	129.26	13	23
PH02Gene23166	198.45	193.16	6	8
PH02Gene00413	172.27	202.33	11	17
PH02Gene35494	73.81	53.39	24	38
PH02Gene11263	87.23	43.58	4	4
PH02Gene21775	39.09	39.08	2	4
PH02Gene00749	94.68	97.67	17	21
PH02Gene42599	87.76	87.96	53	63
PH02Gene29003	68.44	62.9	358	482
PH02Gene26268	68.21	80.07	3	10
PH02Gene32894	88.72	94.03	21	31
PH02Gene49775	266.13	266.13	1	2
PH02Gene32461	91.98	91.98	2	3
PH02Gene33218	145.95	145.95	2	3
PH02Gene38967	65.72	65.72	2	4
PH02Gene14061	179.93	179.93	2	2
PH02Gene23216	202.43	212.5	11	13
PH02Gene24060	70.38	73.54	4	6
PH02Gene46319	53.8	55.22	6	9
PH02Gene00227	55.49	54.48	15	26
PH02Gene42119	85.73	84.3	43	54
PH02Gene23091	136.25	159.04	4	9
PH02Gene00545	59.82	54.64	22	36
PH02Gene06645	152.92	121.76	14	25
PH02Gene19502	109.54	108.0	26	36
PH02Gene32037	128.14	119.12	4	5
PH02Gene13688	160.4	176.68	3	6
PH02Gene37539	236.95	202.41	5	5
PH02Gene10300	85.47	60.34	28	40
PH02Gene36341	208.24	208.24	1	1
PH02Gene30566	79.85	94.77	3	6
PH02Gene36641	156.29	168.62	11	18
PH02Gene47204	56.11	56.11	1	1
PH02Gene35714	117.22	115.04	41	62
PH02Gene22010	212.53	220.84	7	14
PH02Gene22404	101.3	93.85	22	32
PH02Gene06376	167.3	151.75	5	7
PH02Gene11095	68.32	86.08	3	4
PH02Gene27736	139.58	180.03	3	3
PH02Gene27195	243.96	243.96	1	1
PH02Gene29461	91.69	89.55	42	62
PH02Gene43395	140.41	140.42	2	2
PH02Gene40939	110.61	94.22	25	48
PH02Gene20592	95.65	82.75	19	29
PH02Gene09077	82.98	68.7	12	21
PH02Gene34100	138.41	154.29	20	36
PH02Gene29427	76.92	74.11	223	340
PH02Gene17294	59.93	59.93	1	1
PH02Gene41614	62.37	62.36	2	4
PH02Gene28862	136.66	113.66	24	32
PH02Gene50408	62.28	44.89	17	28
PH02Gene18794	100.74	84.57	38	53
PH02Gene00939	70.39	64.52	9	14
PH02Gene07673	59.41	68.41	9	14
PH02Gene08343	80.99	76.52	60	77
PH02Gene03245	105.93	97.6	28	37
PH02Gene31027	95.92	90.65	32	55
PH02Gene12452	84.59	96.4	21	30
PH02Gene36109	122.53	125.9	12	20
PH02Gene35404	197.68	189.19	9	12
PH02Gene05990	91.15	81.21	6	10
PH02Gene45091	179.68	179.68	2	3
PH02Gene34934	154.53	145.11	14	23
PH02Gene16523	88.46	88.46	1	1
PH02Gene15434	71.03	72.45	61	89
PH02Gene03354	62.82	62.82	2	2
PH02Gene40104	75.68	76.47	23	25
PH02Gene18397	99.06	99.68	24	28
PH02Gene46658	118.75	117.14	12	16
PH02Gene37296	72.0	67.46	14	21
PH02Gene44652	96.08	97.65	42	62
PH02Gene36827	84.64	73.68	11	15
PH02Gene40643	82.19	78.36	19	33
PH02Gene18162	62.88	54.18	34	46
PH02Gene37099	198.47	201.44	6	9
PH02Gene16755	73.28	73.28	1	1
PH02Gene31052	89.12	88.72	4	6
PH02Gene28707	63.07	63.07	1	1
PH02Gene12055	86.94	84.5	187	262
PH02Gene46515	89.74	80.44	16	22
PH02Gene11317	156.07	156.07	2	5
PH02Gene25895	56.31	56.31	2	2
PH02Gene34367	87.89	87.89	1	1
PH02Gene20218	171.46	186.92	3	3
PH02Gene45086	119.71	124.0	15	17
PH02Gene16023	88.43	82.78	17	23
PH02Gene30876	159.31	159.32	2	3
PH02Gene30347	84.57	77.49	4	7
PH02Gene28716	87.56	86.44	33	44
PH02Gene45099	69.16	77.41	12	16
PH02Gene28092	143.39	131.08	19	23
PH02Gene12349	171.02	170.92	4	5
PH02Gene07035	114.12	114.12	1	2
PH02Gene14977	74.61	57.69	155	216
PH02Gene40201	121.09	116.92	8	12
PH02Gene44326	159.48	157.37	13	17
PH02Gene22265	159.16	188.48	7	9
PH02Gene15130	41.58	41.58	1	1
PH02Gene09247	129.06	95.36	16	27
PH02Gene30883	124.25	118.38	10	11
PH02Gene27038	112.73	118.85	27	37
PH02Gene23116	89.12	79.15	8	10
PH02Gene34320	100.94	94.86	32	49
PH02Gene08142	131.56	128.22	6	9
PH02Gene38351	112.65	112.65	1	2
PH02Gene22528	46.83	47.0	4	5
PH02Gene01787	75.48	75.48	1	1
PH02Gene09365	72.64	60.0	7	7
PH02Gene44414	92.6	99.3	5	6
PH02Gene25076	106.16	119.24	3	6
PH02Gene33145	70.68	70.68	1	1
PH02Gene16892	88.96	88.96	1	1
PH02Gene00038	203.44	210.73	3	6
PH02Gene04902	132.06	145.3	14	19
PH02Gene08852	86.49	82.43	51	63
PH02Gene01199	133.65	146.89	5	8
PH02Gene29857	34.33	34.33	1	1
PH02Gene33700	91.95	93.68	27	43
PH02Gene15337	95.93	75.69	10	13
PH02Gene15042	71.83	83.68	3	4
PH02Gene19942	114.64	114.64	1	2
PH02Gene00068	100.92	104.93	7	9
PH02Gene32794	83.41	83.41	1	1
PH02Gene20761	74.72	71.16	69	100
PH02Gene43586	92.2	96.21	5	5
PH02Gene05377	48.93	34.09	4	5
PH02Gene50159	119.17	123.79	148	236
PH02Gene22960	100.68	97.37	19	25
PH02Gene18877	70.74	81.87	3	5
PH02Gene46903	71.2	67.83	83	126
PH02Gene01596	82.46	77.04	25	34
PH02Gene24446	100.67	96.18	52	77
PH02Gene36553	92.76	82.6	16	19
PH02Gene27461	89.0	61.64	9	15
PH02Gene31246	53.41	53.41	1	1
PH02Gene43541	194.45	180.27	11	16
PH02Gene19181	51.98	51.98	2	2
PH02Gene06665	71.35	68.76	311	469
PH02Gene36678	41.67	41.67	1	1
PH02Gene26997	82.95	70.11	5	8
PH02Gene22050	86.02	108.48	7	9
PH02Gene15059	103.64	103.64	1	2
PH02Gene34105	200.18	219.08	14	19
PH02Gene04522	55.96	55.96	1	1
PH02Gene37838	164.66	158.32	9	15
PH02Gene16167	119.36	117.58	30	47
PH02Gene18558	245.51	254.74	26	41
PH02Gene29251	111.37	104.96	18	28
PH02Gene06620	93.73	102.22	10	14
PH02Gene38063	74.63	73.28	14	26
PH02Gene17880	179.58	154.77	5	13
PH02Gene03379	99.65	87.67	639	884
PH02Gene37805	133.04	133.04	2	3
PH02Gene45881	190.52	189.0	5	9
PH02Gene14211	77.5	65.76	306	429
PH02Gene06012	73.97	72.46	6	9
PH02Gene14497	201.25	233.99	4	4
PH02Gene15463	134.08	132.2	5	7
PH02Gene14164	154.51	153.54	5	7
PH02Gene42225	40.12	40.12	2	4
PH02Gene03761	111.02	132.77	5	6
PH02Gene00483	85.55	93.84	14	20
PH02Gene13546	100.44	113.87	20	33
PH02Gene00994	212.09	206.58	9	10
PH02Gene40642	115.82	101.68	39	46
PH02Gene46521	89.2	82.83	104	133
PH02Gene44421	84.29	77.07	17	23
PH02Gene16021	228.2	228.2	1	2
PH02Gene00894	96.41	80.43	49	66
PH02Gene09758	70.35	65.6	16	19
PH02Gene38830	67.03	52.78	110	168
PH02Gene14212	106.32	103.83	29	36
PH02Gene35290	65.87	59.18	20	31
PH02Gene24873	132.27	168.35	5	8
PH02Gene03331	119.89	106.1	4	8
PH02Gene39381	64.41	64.41	1	4
PH02Gene22485	60.14	39.36	7	10
PH02Gene45584	113.13	109.77	4	12
PH02Gene42721	87.81	92.1	10	19
PH02Gene10119	132.79	133.46	22	38
PH02Gene10795	77.46	79.52	4	4
PH02Gene37639	69.14	80.09	6	9
PH02Gene46493	89.2	75.32	12	23
PH02Gene08744	85.58	82.58	10	20
PH02Gene22464	79.27	79.35	115	170
PH02Gene13103	94.36	82.36	39	60
PH02Gene18193	95.32	95.32	1	2
PH02Gene31797	103.89	101.28	4	7
PH02Gene27828	205.39	225.6	4	6
PH02Gene02327	112.13	109.42	37	56
PH02Gene37281	143.65	143.65	2	3
PH02Gene24410	128.53	148.7	3	3
PH02Gene04799	113.11	81.24	22	29
PH02Gene39230	63.21	72.08	9	12
PH02Gene28011	100.88	100.88	2	2
PH02Gene22296	117.81	117.81	2	3
PH02Gene45139	108.7	110.35	3	4
PH02Gene14368	135.65	119.93	15	21
PH02Gene35611	49.16	42.62	11	22
PH02Gene01744	73.4	76.15	100	134
PH02Gene07353	83.65	78.5	55	76
PH02Gene23011	93.85	80.0	20	30
PH02Gene34902	82.68	78.89	9	14
PH02Gene00708	182.66	190.67	4	5
PH02Gene22897	97.56	97.56	57	76
PH02Gene03365	223.22	223.22	1	3
PH02Gene35304	83.0	79.56	14	18
PH02Gene45055	92.68	101.93	5	7
PH02Gene25128	90.29	79.16	14	24
PH02Gene20941	85.55	68.4	5	8
PH02Gene18699	292.71	285.33	5	8
PH02Gene45119	142.3	142.31	8	14
PH02Gene09621	104.18	90.8	16	21
PH02Gene01807	133.68	131.28	7	11
PH02Gene46998	78.31	72.89	10	19
PH02Gene35060	114.53	115.08	21	30
PH02Gene22697	262.31	262.31	2	3
PH02Gene37067	195.9	196.09	6	9
PH02Gene16972	140.68	148.74	66	94
PH02Gene18277	2.21	2.21	1	2
PH02Gene00055	77.5	80.84	48	72
PH02Gene00372	87.25	87.24	2	2
PH02Gene33446	88.5	68.65	9	10
PH02Gene38249	94.31	94.32	2	2
PH02Gene29399	218.8	218.8	2	4
PH02Gene47086	93.41	59.13	11	17
PH02Gene31994	91.1	91.14	18	29
PH02Gene15545	245.61	256.54	3	5
PH02Gene09397	75.16	75.16	1	1
PH02Gene45534	264.3	240.7	6	6
PH02Gene23027	86.23	79.63	16	25
PH02Gene47574	24.43	24.43	1	1
PH02Gene44011	99.05	99.99	22	34
PH02Gene30313	114.83	112.9	22	30
PH02Gene44120	94.62	76.94	4	9
PH02Gene21590	43.98	40.86	468	643
PH02Gene18242	82.07	92.62	7	9
PH02Gene30984	94.38	97.85	66	107
PH02Gene21216	71.97	74.52	19	25
PH02Gene25906	80.88	64.0	22	34
PH02Gene24261	165.44	165.44	2	2
PH02Gene04697	80.57	72.55	3	6
PH02Gene11158	67.52	67.52	1	1
PH02Gene04417	54.62	61.26	4	4
PH02Gene34589	87.99	78.22	46	60
PH02Gene08998	80.64	90.72	3	4
PH02Gene01157	101.41	97.98	10	15
PH02Gene25492	106.66	99.73	3	3
PH02Gene32619	85.47	78.3	13	20
PH02Gene23965	133.63	133.63	1	1
PH02Gene26817	141.91	133.18	34	41
PH02Gene09112	69.96	57.73	94	145
PH02Gene02631	111.35	110.0	9	12
PH02Gene39053	92.38	58.03	3	5
PH02Gene22001	134.04	136.82	33	49
PH02Gene31464	84.67	89.52	7	9
PH02Gene08049	99.39	95.5	13	18
PH02Gene12667	111.04	103.83	8	13
PH02Gene21113	153.65	141.52	33	44
PH02Gene06468	88.79	83.1	20	31
PH02Gene32828	19.84	19.84	1	1
PH02Gene39720	83.09	83.09	2	3
PH02Gene47788	156.87	146.5	32	61
PH02Gene41137	89.55	79.02	20	32
PH02Gene30428	84.27	84.28	2	7
PH02Gene32081	252.8	252.8	2	3
PH02Gene03776	109.48	128.84	4	12
PH02Gene38976	107.15	103.15	44	70
PH02Gene42959	92.69	94.26	28	35
PH02Gene33831	51.88	51.88	2	4
PH02Gene27863	86.0	91.18	61	97
PH02Gene47877	111.36	111.36	1	2
PH02Gene07365	150.82	151.22	13	15
PH02Gene29351	132.32	132.32	1	1
PH02Gene26399	97.05	93.54	21	31
PH02Gene20094	120.8	117.42	6	8
PH02Gene14654	76.15	71.88	74	112
PH02Gene03593	81.56	81.56	2	5
PH02Gene08067	81.76	84.6	36	50
PH02Gene02640	82.82	91.73	9	10
PH02Gene06827	125.29	103.57	57	76
PH02Gene16770	76.79	62.27	23	33
PH02Gene50160	63.14	72.9	24	40
PH02Gene29409	127.56	134.27	6	7
PH02Gene24357	208.88	208.88	2	3
PH02Gene35598	98.24	98.24	1	3
PH02Gene25529	115.41	115.78	4	4
PH02Gene13890	136.03	136.03	2	2
PH02Gene00139	94.37	85.42	34	50
PH02Gene36236	67.73	70.93	39	60
PH02Gene10940	97.69	102.63	7	11
PH02Gene12681	119.74	125.58	22	27
PH02Gene19883	80.02	71.96	124	181
PH02Gene26676	77.18	89.5	9	17
PH02Gene01012	93.91	88.35	14	28
PH02Gene46374	68.18	55.84	18	23
PH02Gene07597	78.57	55.39	6	8
PH02Gene14182	72.77	64.19	45	56
PH02Gene03260	68.78	56.46	9	13
PH02Gene18180	112.63	107.7	34	59
PH02Gene17432	79.07	79.07	1	1
PH02Gene07217	98.7	98.7	2	3
PH02Gene25988	120.49	119.14	24	27
PH02Gene00171	160.59	180.52	5	6
PH02Gene03753	59.45	59.65	16	21
PH02Gene15018	72.03	72.04	2	5
PH02Gene07999	141.31	161.83	3	5
PH02Gene14768	136.76	123.04	33	38
PH02Gene39076	186.83	186.83	2	3
PH02Gene26112	207.59	185.25	5	9
PH02Gene05005	83.83	75.66	4	8
PH02Gene17843	234.48	234.48	1	3
PH02Gene42105	71.91	70.76	42	62
PH02Gene30812	147.47	147.47	2	6
PH02Gene07789	87.02	71.36	59	74
PH02Gene17378	97.05	95.6	30	45
PH02Gene09019	69.05	65.97	21	31
PH02Gene13876	97.27	95.6	5	7
PH02Gene25043	77.95	81.22	10	12
PH02Gene39460	58.46	58.46	1	1
PH02Gene26292	140.03	140.03	1	3
PH02Gene08910	102.86	94.38	15	26
PH02Gene12811	118.33	108.91	5	9
PH02Gene32721	81.0	78.8	23	34
PH02Gene18634	201.65	201.65	1	1
PH02Gene51193	36.79	36.79	1	1
PH02Gene44392	119.52	119.52	2	2
PH02Gene47908	97.68	86.06	10	13
PH02Gene46809	81.21	72.22	26	33
PH02Gene37157	73.56	73.56	1	1
PH02Gene30693	90.58	76.31	12	15
PH02Gene23667	74.83	74.83	1	1
PH02Gene07182	78.51	82.77	17	29
PH02Gene07388	100.93	99.92	41	62
PH02Gene08630	87.37	93.64	3	4
PH02Gene29920	124.05	118.7	24	31
PH02Gene47485	113.16	114.08	60	94
PH02Gene09996	180.27	180.27	1	2
PH02Gene35147	161.53	161.52	2	4
PH02Gene05768	200.18	190.62	12	23
PH02Gene23652	101.61	89.61	98	157
PH02Gene25072	26.57	26.57	2	5
PH02Gene00568	125.26	125.26	1	3
PH02Gene34137	131.91	144.68	4	4
PH02Gene33733	112.99	97.85	15	19
PH02Gene39502	112.27	109.12	8	13
PH02Gene49390	80.97	80.97	1	1
PH02Gene19965	161.97	185.67	7	12
PH02Gene18032	100.03	93.04	66	100
PH02Gene19858	119.63	93.0	7	9
PH02Gene11192	72.85	63.75	21	37
PH02Gene18578	73.44	78.72	25	37
PH02Gene48458	60.22	56.24	18	24
PH02Gene12689	66.29	67.0	16	19
PH02Gene03507	92.17	68.12	39	57
PH02Gene45979	81.81	75.0	59	86
PH02Gene47173	106.86	114.4	8	11
PH02Gene30945	81.95	88.67	13	18
PH02Gene21868	102.98	93.62	23	40
PH02Gene31079	77.0	76.44	50	78
PH02Gene22058	80.52	76.71	14	17
PH02Gene38288	144.42	123.37	22	27
PH02Gene12538	205.17	220.88	14	16
PH02Gene15203	105.11	77.62	7	9
PH02Gene28351	66.57	49.79	11	16
PH02Gene30658	223.01	223.02	2	4
PH02Gene36970	113.76	103.35	108	162
PH02Gene02818	186.23	192.5	3	4
PH02Gene13422	194.21	185.32	11	16
PH02Gene48271	86.61	86.62	2	3
PH02Gene06973	65.73	63.62	29	36
PH02Gene38043	25.54	25.54	1	2
PH02Gene14991	131.43	111.28	6	13
PH02Gene06191	64.79	63.06	28	34
PH02Gene18707	67.49	49.0	14	22
PH02Gene13084	135.21	145.38	4	7
PH02Gene07414	71.59	63.07	28	46
PH02Gene44232	78.89	78.89	1	2
PH02Gene46285	94.16	87.04	3	5
PH02Gene01975	114.26	106.93	9	17
PH02Gene33481	27.0	27.0	1	4
PH02Gene36292	187.64	187.64	1	3
PH02Gene10676	139.93	122.5	10	16
PH02Gene31954	89.36	89.36	1	3
PH02Gene30982	63.49	63.49	1	2
PH02Gene48756	55.63	55.63	1	2
PH02Gene05243	70.32	57.88	20	26
PH02Gene02508	93.81	79.63	69	100
PH02Gene22971	266.5	276.56	6	10
PH02Gene00800	145.19	133.41	5	9
PH02Gene36376	136.57	144.88	7	7
PH02Gene47521	123.42	127.91	6	8
PH02Gene36156	153.45	153.45	2	4
PH02Gene29771	74.8	74.8	2	2
PH02Gene42500	74.5	58.92	5	7
PH02Gene21532	87.02	89.14	6	10
PH02Gene18575	46.3	34.14	3	9
PH02Gene15083	346.87	346.87	2	4
PH02Gene06446	151.52	158.03	9	16
PH02Gene38782	154.01	171.34	12	18
PH02Gene37786	92.31	81.9	8	9
PH02Gene18765	168.4	162.06	16	20
PH02Gene22034	216.12	216.12	1	1
PH02Gene06768	121.61	117.62	28	39
PH02Gene20292	145.69	135.96	36	46
PH02Gene02624	144.66	132.88	59	100
PH02Gene04485	96.84	109.06	22	25
PH02Gene03573	76.44	82.92	15	22
PH02Gene45066	25.85	25.85	1	2
PH02Gene22922	116.99	110.2	13	22
PH02Gene13622	103.58	90.59	3	4
PH02Gene46349	129.3	129.3	1	2
PH02Gene22850	121.61	121.61	1	2
PH02Gene24847	115.74	102.54	6	10
PH02Gene19655	120.93	105.42	3	3
PH02Gene08404	125.43	107.84	8	10
PH02Gene30435	77.97	65.8	20	32
PH02Gene32984	79.3	78.12	11	18
PH02Gene49915	163.41	177.76	4	4
PH02Gene11128	87.0	82.46	161	236
PH02Gene08231	85.09	85.09	2	2
PH02Gene00391	104.3	80.48	27	47
PH02Gene22939	91.33	93.41	16	27
PH02Gene42907	176.57	161.24	4	4
PH02Gene17650	72.53	71.28	50	80
PH02Gene32758	75.36	82.02	36	56
PH02Gene09619	86.76	87.41	23	31
PH02Gene23979	74.09	68.55	107	146
PH02Gene03604	77.36	77.36	1	1
PH02Gene10234	90.71	82.25	7	9
PH02Gene22152	82.7	63.69	12	15
PH02Gene22249	80.19	75.0	15	18
PH02Gene49718	73.61	69.12	6	10
PH02Gene15526	89.8	89.8	2	3
PH02Gene41811	65.16	66.28	6	6
PH02Gene18553	85.21	85.21	1	1
PH02Gene42154	89.87	88.11	19	23
PH02Gene42732	86.17	87.11	35	45
PH02Gene05357	181.48	181.48	2	4
PH02Gene18030	81.6	81.23	11	12
PH02Gene20989	69.96	69.84	29	48
PH02Gene10892	97.38	82.99	16	23
PH02Gene01313	198.89	198.89	2	4
PH02Gene25967	76.48	75.88	3	4
PH02Gene03121	158.29	138.38	5	8
PH02Gene01977	80.37	80.37	1	1
PH02Gene02744	100.51	102.43	152	220
PH02Gene49176	70.25	62.67	173	247
PH02Gene40753	88.52	79.65	5	6
PH02Gene18337	77.46	77.1	21	29
PH02Gene06202	59.5	59.5	1	1
PH02Gene34751	84.31	61.04	9	12
PH02Gene44438	116.24	122.98	6	13
PH02Gene43919	138.51	138.51	2	4
PH02Gene23181	79.31	70.74	230	331
PH02Gene08179	76.35	58.36	3	3
PH02Gene21180	79.13	79.13	2	4
PH02Gene07519	123.64	129.96	9	13
PH02Gene34770	79.54	92.25	25	37
PH02Gene09285	106.11	116.32	7	8
PH02Gene03103	84.58	84.58	2	3
PH02Gene30419	155.6	167.63	13	19
PH02Gene38544	116.89	119.62	31	47
PH02Gene48405	63.08	63.08	1	1
PH02Gene03191	93.94	87.35	5	6
PH02Gene10379	81.09	68.8	3	5
PH02Gene26438	107.91	99.28	8	12
PH02Gene00180	97.35	96.92	107	146
PH02Gene07272	121.29	106.93	16	23
PH02Gene08551	112.91	114.36	9	11
PH02Gene14739	94.23	91.42	24	39
PH02Gene42897	126.73	128.44	4	8
PH02Gene36864	56.26	56.26	1	1
PH02Gene24731	166.86	232.31	3	5
PH02Gene19584	89.03	82.38	25	35
PH02Gene00701	146.1	150.37	3	6
PH02Gene38013	192.75	181.54	9	14
PH02Gene36534	112.24	112.24	1	1
PH02Gene42349	71.82	77.33	57	74
PH02Gene25030	112.37	128.58	5	6
PH02Gene20681	53.41	38.66	8	15
PH02Gene31851	92.97	92.97	1	2
PH02Gene36175	97.35	97.35	2	2
PH02Gene04135	106.09	113.73	3	3
PH02Gene33142	96.33	82.54	5	10
PH02Gene48660	38.26	38.26	1	1
PH02Gene20106	61.61	70.3	3	3
PH02Gene21653	106.19	117.7	4	5
PH02Gene30323	150.73	163.52	5	7
PH02Gene31312	106.74	98.38	6	14
PH02Gene08219	91.78	89.12	3	4
PH02Gene15191	250.94	250.94	2	2
PH02Gene18275	105.44	103.96	50	65
PH02Gene05788	148.49	148.49	2	2
PH02Gene28612	45.8	45.8	2	4
PH02Gene35291	60.37	71.47	19	26
PH02Gene26363	77.67	76.26	12	14
PH02Gene10866	99.94	87.39	7	10
PH02Gene43736	135.72	136.6	4	13
PH02Gene13885	96.94	95.2	30	45
PH02Gene33608	84.94	88.2	6	8
PH02Gene04424	71.17	65.62	134	201
PH02Gene23278	85.32	97.65	5	7
PH02Gene17923	110.75	96.19	59	85
PH02Gene49476	70.03	71.32	15	24
PH02Gene15213	102.07	106.28	20	27
PH02Gene18790	93.25	93.25	2	4
PH02Gene05586	45.44	37.02	6	8
PH02Gene00875	85.9	61.07	19	31
PH02Gene34057	89.71	74.88	5	10
PH02Gene29960	146.24	152.33	5	7
PH02Gene24931	60.23	66.04	15	20
PH02Gene06737	146.9	165.21	15	26
PH02Gene15697	76.77	76.18	3	5
PH02Gene06318	70.24	60.36	11	17
PH02Gene14934	279.46	279.46	2	2
PH02Gene26367	94.71	99.76	25	40
PH02Gene24848	91.47	90.68	46	78
PH02Gene42222	107.31	102.08	25	37
PH02Gene36820	70.43	68.93	106	155
PH02Gene13188	63.39	52.4	13	24
PH02Gene15513	32.44	32.44	2	4
PH02Gene39171	246.52	274.55	3	7
PH02Gene08328	213.68	227.33	6	8
PH02Gene44772	103.77	103.77	2	3
PH02Gene04499	279.19	279.19	1	2
PH02Gene34264	87.49	77.47	12	15
PH02Gene19172	235.36	235.36	2	5
PH02Gene21256	91.14	77.68	16	23
PH02Gene07667	61.75	64.23	5	5
PH02Gene37626	136.91	145.71	19	24
PH02Gene01850	90.05	78.19	95	137
PH02Gene08537	82.6	82.6	1	2
PH02Gene08475	87.86	87.86	1	1
PH02Gene00951	72.85	65.9	6	9
PH02Gene16598	128.4	108.96	9	19
PH02Gene28829	86.66	86.66	2	3
PH02Gene29502	62.95	52.9	1815	2593
PH02Gene07368	141.96	141.96	1	3
PH02Gene03083	56.77	46.52	78	113
PH02Gene16274	104.86	104.86	2	3
PH02Gene39248	99.15	89.04	108	160
PH02Gene43498	175.46	189.54	5	6
PH02Gene11160	114.85	119.71	18	30
PH02Gene40697	122.85	109.44	3	3
PH02Gene08684	96.89	90.92	37	50
PH02Gene34987	131.96	131.96	1	2
PH02Gene44555	164.83	164.83	1	1
PH02Gene45892	51.56	65.15	3	3
PH02Gene24773	107.5	108.6	9	12
PH02Gene39237	73.69	75.16	35	49
PH02Gene06690	123.55	127.52	3	3
PH02Gene21591	170.74	170.74	1	1
PH02Gene05218	27.62	27.62	1	1
PH02Gene21094	99.05	91.48	14	27
PH02Gene16429	82.48	56.93	9	13
PH02Gene13745	74.28	85.64	8	10
PH02Gene26841	99.28	99.28	1	1
PH02Gene35416	143.92	149.22	20	26
PH02Gene39215	98.98	86.82	4	5
PH02Gene37113	127.26	122.07	7	10
PH02Gene06522	131.8	129.79	9	16
PH02Gene44891	137.63	143.43	4	4
PH02Gene24707	64.44	61.92	244	340
PH02Gene12544	91.89	83.28	18	24
PH02Gene33705	79.65	71.87	3	4
PH02Gene13031	94.25	87.09	3	3
PH02Gene36193	87.62	81.37	134	197
PH02Gene03831	109.41	106.42	11	20
PH02Gene35223	63.47	65.27	6	7
PH02Gene16873	104.55	104.55	1	1
PH02Gene38044	102.45	84.54	7	9
PH02Gene12392	147.66	135.56	34	47
PH02Gene21836	76.45	74.0	18	28
PH02Gene36720	54.69	62.78	13	19
PH02Gene02947	97.21	82.43	12	13
PH02Gene06538	148.94	147.72	4	5
PH02Gene41945	75.98	74.6	32	46
PH02Gene21698	170.94	180.83	4	6
PH02Gene48928	252.14	252.14	1	1
PH02Gene30187	90.23	78.96	77	114
PH02Gene15190	83.15	80.69	77	108
PH02Gene45761	79.6	81.43	41	67
PH02Gene39519	172.27	184.62	15	30
PH02Gene13489	105.34	104.38	3	4
PH02Gene22472	68.75	62.78	161	218
PH02Gene20223	63.87	63.87	2	2
PH02Gene43303	55.27	47.73	24	35
PH02Gene05350	76.61	75.67	3	4
PH02Gene41031	104.38	117.48	17	26
PH02Gene29181	240.29	240.29	1	3
PH02Gene06043	121.1	124.35	36	49
PH02Gene44893	86.31	66.68	6	12
PH02Gene13851	95.59	106.07	8	11
PH02Gene13547	106.99	111.56	19	27
PH02Gene18763	96.47	104.04	21	24
